,Place_Id,Place_Name,image
171,172,Pantai Indrayanti,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ad/63/c2/img-20170314-wa0121-largejpg.jpg?w=1200&h=1200&s=1
172,173,Pantai Nglambor,https://www.wsrentaljogja.com/wp-content/uploads/2016/08/@mikhaelhaposan-600x400.jpg
173,174,Pasar Beringharjo,https://warta.jogjakota.go.id/assets/instansi/warta/article/20230426204104.jpeg
174,175,Museum Ullen Sentalu,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/75/52/ef/ullen-sentalu.jpg?w=1200&h=1200&s=1
175,176,Museum Gunung Merapi,https://upload.wikimedia.org/wikipedia/commons/6/6d/Museum_Gunung_Merapi_selasar.jpg
176,177,Pantai Parangtritis,https://asset.kompas.com/crops/ndSlDAM31MuOAWuICuTJedBi8LY=/0x0:6000x4000/750x500/data/photo/2022/05/09/6278ae49850e2.jpg
177,178,Goa Pindul,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/05/ef/93/sewa-mobil-jogja-paket.jpg?w=1200&h=1200&s=1
178,179,Candi Ratu Boko,https://upload.wikimedia.org/wikipedia/commons/3/31/Kraton_Ratu_Boko_%28Ratu_Boko_Temple%29_in_Yogyakarta%2C_Indonesia_16.jpg
179,180,Pantai Depok Jogja,https://o-cdn-cas.sirclocdn.com/parenting/images/pantai-depok.width-800.format-webp.webp
180,181,Pantai Sundak,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/b3/c5/de/pantai-sundak.jpg?w=1200&h=-1&s=1
181,182,Hutan Mangrove Kulon Progo,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2020/03/281.jpg
182,183,Jogja Bay Pirates Adventure Waterpark,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/df/e7/3f/memo-racer.jpg?w=1200&h=1200&s=1
183,184,Pantai Sepanjang,https://bobobox.com/blog/wp-content//uploads/2023/11/Harga-Tiket-Pantai-Sepanjang.png
184,185,Pantai Krakal,https://media-cdn.tripadvisor.com/media/photo-s/1a/75/a5/8d/krakal-beach-one-of-the.jpg
185,186,Pantai Glagah,"https://ik.imagekit.io/tvlk/blog/2020/01/shutterstock_687006697.jpg?tr=dpr-2,w-675"
186,187,Pantai Siung,https://mediaim.expedia.com/destination/2/054d15aaaf49ea05f0d439357f733d20.jpg?impolicy=fcrop&w=360&h=224&q=medium
187,188,Pantai Sadranan,https://ik.imagekit.io/tvlk/blog/2018/08/Yogyakarta-Pantai-Sadranan-1118621543-1.jpg
188,189,Pantai Nguluran,https://homestaydijogja.net/wp-content/uploads/2023/09/Teras-Kaca-Pantai-Nguluran-3.jpg
189,190,Pantai Samas,https://lh6.googleusercontent.com/vvVIhjvvUeVPDhQ5rfKUJQDxxk-8AmdUmr0U40XAx3M4lVd6UrGEdfIF8Iy95Yv-4-1YzbLDOTInKg85sYSdGuBpIataVV8DDUtqmWwUuxS4eG1gFG4a8atUgFNGzEaHk5UGFczVRp3m22X93LjC7GAr2mYOMMAeygd5uwjMmDNLrlTL_qqecB93M1iN0g?dpr=2&w=675&fit=scale&auto=format&fm=pjpg
190,191,Pantai Drini,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Pantai_Drini_Top_View.jpg/2560px-Pantai_Drini_Top_View.jpg
191,192,Air Terjun Sri Gethuk,https://jogjakita.co.id/wp-content/uploads/2021/08/Air-Terjun-Sri-Gethuk-Gunungkidul-1024x713-1.jpg
192,193,Candi Sewu,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Candi_Sewu_viewed_from_the_south%2C_23_November_2013.jpg/1200px-Candi_Sewu_viewed_from_the_south%2C_23_November_2013.jpg
193,194,Pantai Wediombo,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/9b/c6/e5/laguna-di-pantai-wediombo.jpg?w=1200&h=-1&s=1
194,195,Pantai Jogan,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2020/04/703.jpg
195,196,Pantai Ngrenehan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/c1/a5/e6/view-dari-atas-bukit.jpg?w=1200&h=1200&s=1
196,197,Pantai Jungwok,https://asset-2.tstatic.net/jogja/foto/bank/images/pantai-jungwok-ocean-blue.jpg
197,198,Pantai Greweng,https://www.shutterstock.com/image-photo/river-flows-winds-way-sea-260nw-2303548031.jpg
198,199,Pantai Sedahan,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2020/04/699.jpg
199,200,Pantai Watu Kodok,https://cf.bstatic.com/xdata/images/hotel/max1024x768/395830626.jpg?k=3addd71e10a3d726ad691fa4b524c3594991366cb9a726fc5162ab35d9efd7e4&o=&hp=1
200,201,Pantai Kesirat,https://www.yogyes.com/id/yogyakarta-tourism-object/beach/kesirat/1.jpg
201,202,Pantai Ngandong,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2020/03/195.jpg
202,203,Galaxy Waterpark Jogja,https://cdn.wisata.app/diary/d09fa16e-5702-43ed-b87f-2e57ccf30967.jpg
203,204,Desa Wisata Pulesari,https://www.menpan.go.id/site/images/berita/2019/20190604_-_Desa_Wisata_Pulesari_1.jpeg
204,205,Desa Wisata Tembi,https://miro.medium.com/v2/resize:fit:1200/1*4clo5h_31VjAsKLYLNh2dw.jpeg
205,206,Wisata Kaliurang,https://images.bisnis.com/posts/2022/12/15/1609102/2._10_rekomendasi_wisata_kaliurang_murah_dan_kekinian_-_dok._stonehenge_yogyakarta.jpg
206,207,Heha Sky View,https://media-cdn.tripadvisor.com/media/photo-s/1b/5d/c6/ba/the-evening-vibes.jpg
207,208,Taman Sungai Mudal,https://awsimages.detik.net.id/community/media/visual/2021/12/11/intip-ekowisata-sungai-mudal-kolam-alami-segar-di-perbukitan-menoreh-kulon-progo-11_169.jpeg?w=600&q=90
208,209,Pantai Sanglen,https://asset.kompas.com/crops/y1Gv3-GLLwNl72Lspi5fBNCQC5g=/17x11:685x456/750x500/data/photo/2022/09/08/6318d8358fc31.jpeg
209,210,Pantai Congot,https://fastly.4sqi.net/img/general/600x600/3652554_3AJFB0uhLCr5VSvbnYPCHVaCQZ6BjhQRmwIGu1gDeNc.jpg
210,211,GunungTangkuban perahu,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Gunung_Tangkuban_Parahu.jpg/1200px-Gunung_Tangkuban_Parahu.jpg
211,212,Jalan Braga,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Jl_Braga_Street_Sign_in_Bandung.jpg/640px-Jl_Braga_Street_Sign_in_Bandung.jpg
212,213,Gedung Sate,https://mediaim.expedia.com/destination/1/1c25c882ca5bc7f3f8e3b75ca1e8462c.jpg
213,214,Trans Studio Bandung,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/64/01/8b/filename-photo0465-jpg.jpg?w=1200&h=1200&s=1
214,215,Taman Hutan Raya Ir. H. Djuanda,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Taman_Hutan_Raya_IR_Djuanda.jpg/1200px-Taman_Hutan_Raya_IR_Djuanda.jpg
215,216,Farm House Susu Lembang,https://awsimages.detik.net.id/community/media/visual/2021/06/13/farm-house-susu-lembang-1_169.jpeg?w=1200
216,217,Kebun Binatang Bandung,https://media-cdn.tripadvisor.com/media/photo-s/0c/c8/bf/62/gerbang-masuk-pintu-2.jpg
217,218,Kawah Putih,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Kawah_Putih_Lake_from_the_viewing_platform%2C_Bandung_Regency%2C_2014-08-21.jpg/800px-Kawah_Putih_Lake_from_the_viewing_platform%2C_Bandung_Regency%2C_2014-08-21.jpg
218,219,Tebing Karaton,https://i.ytimg.com/vi/wod5oVFsBew/maxresdefault.jpg
219,220,Dusun Bambu,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e7/90/12/dusun-bambu-family-leisure.jpg?w=700&h=-1&s=1
220,221,Museum Geologi Bandung,https://upload.wikimedia.org/wikipedia/commons/b/b3/Bandung%2C_Museum_Geologi.jpg
221,222,Museum Konferensi Asia Afrika,https://upload.wikimedia.org/wikipedia/commons/8/84/Musium_KAA.jpg
222,223,Masjid Raya Bandung,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Mesjid_Agung_Bandung.JPG/220px-Mesjid_Agung_Bandung.JPG
223,224,Dago Dreampark,https://ak-d.tripcdn.com/images/0ww3812000cn3o7345DC5_W_100_100_Q10.webp?proc=source%2Ftrip&proc=source%2Ftrip
224,225,Orchid Forest Cikole,"https://res.klook.com/images/fl_lossy.progressive,q_65/c_fill,w_1108,h_739/w_68,x_12,y_12,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/vgw5aogzm6epesokfeug/OrchidForestCikoleTicketinBandung.jpg"
225,226,Kawasan Punclut,https://i.ytimg.com/vi/jtnCjre-pO4/maxresdefault.jpg
226,227,Alun-Alun Kota Bandung,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/61/04/e8/alun-alun-bandung.jpg?w=1200&h=1200&s=1
227,228,Museum Sri Baduga,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Sri_Baduga_Museum.JPG/640px-Sri_Baduga_Museum.JPG
228,229,Rabbit Town,"https://res.klook.com/images/fl_lossy.progressive,q_65/c_fill,w_1200,h_630/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/ilvvvir7b6fidfhteyb7/Rabbit%20Town%20Ticket%20in%20Bandung.jpg"
229,230,Stone Garden Citatah,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/a2/cb/05/stone-garden-citatah.jpg?w=1200&h=-1&s=1
230,231,The Great Asia Africa,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit19201280gsm/events/2023/06/20/0e7d4edd-857d-4e78-9548-d6dbab71f010-1687228376014-a50bbae737ec44cff526b7b2fe1e2021.jpg
231,232,Bukit Moko,https://upload.wikimedia.org/wikipedia/commons/a/a8/Bukit_Bandung_Moko.jpg
232,233,Gunung Papandayan,https://cdn1-production-images-kly.akamaized.net/Lj0GGViqBr5sfuc0t9cBlC9jZug=/800x450/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/919223/original/078022300_1436078106-6.jpg
233,234,Amazing Art World,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/events/2020/12/22/56dce4fe-d2f9-400e-93d6-c47cbc53ef88-1608641411429-b1405dec996ba72c8ce6b47e0ef5d8d0.jpg
234,235,Gua Belanda,https://upload.wikimedia.org/wikipedia/commons/6/69/Lorong_bagian_dalam_Gua_Belanda_di_Gunung_Puntang_Bandung%2C_Kabupaten_Bandung.jpg
235,236,Taman Balai Kota Bandung,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/56/dc/cc/eastern-part.jpg?w=1200&h=1200&s=1
236,237,Panghegar Waterboom Bandung,http://panghegarwaterboom.com/image/cache/catalog/Nataru%202021-500x625.jpg
237,238,Gunung Manglayang,https://s3-us-west-1.amazonaws.com/peakery-media/images/items/main/cache/gunung-manglayang-1.jpg.1920x1440_q95_crop.jpg
238,239,Lembang Park & Zoo,"https://res.klook.com/images/fl_lossy.progressive,q_65/c_fill,w_3000,h_2250,f_auto/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/otjiniotdil2ofit3yqo/LembangParkandZooTicketinBandung-KlookUnitedStates.jpg"
239,240,Taman Lalu Lintas Ade Irma Suryani Nasution,https://thumbs.dreamstime.com/z/ade-irma-suryani-nasution-park-taman-lalu-lintas-bandung-ade-irma-suryani-nasution-park-bandung-city-west-java-indonesia-202672651.jpg
240,241,Lawangwangi Creative Space,https://buniwangilestari.id/images/lawangwangi-creative-space.jpg
241,242,Curug Dago,https://c8.alamy.com/comp/T5FBAK/waterfall-shot-with-slow-shutters-T5FBAK.jpg
242,243,Kampung Korea Bandung,https://i.pinimg.com/736x/c4/89/33/c4893362b50ca5d9a0612832fb67fc28.jpg
243,244,Kampung Batu Malakasari,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=3208737185792867706
244,245,Jendela Alam,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/fd/ce/7e/jendela-alam.jpg?w=1200&h=-1&s=1
245,246,Curug Tilu Leuwi Opat,https://assets.pikiran-rakyat.com/crop/0x0:0x0/750x500/photo/2022/06/11/409054320.jpeg
246,247,Kiara Artha Park,https://i.ytimg.com/vi/9AxTomtPIwE/maxresdefault.jpg
247,248,NuArt Sculpture Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/52/25/cb/nuart-sculpture-park.jpg?w=1200&h=-1&s=1
248,249,Upside Down World Bandung,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/53/a0/45/img-20170202-183438-largejpg.jpg?w=1200&h=1200&s=1
249,250,Pesona Nirwana Waterpark & Cottages,https://pix10.agoda.net/hotelImages/127/12791369/12791369_20021017020087985993.jpg?ca=10&ce=1&s=414x232
250,251,Taman Lansia,https://o-cdn-cas.sirclocdn.com/parenting/images/Taman-Lansia-1030x541.width-800.format-webp.webp
251,252,Kampoeng Tulip,https://dirgantaracarrental.com/wp-content/uploads/2019/07/kampoeng-tulip-Dirgantara-Car-Rental.jpg
252,253,Selasar Sunaryo Art Space,https://culture360.asef.org/media/2010/9/Selasar_Sunaryo_Art_Space.jpeg
253,254,Teras Cikapundung BBWS,https://live.staticflickr.com/1672/23565476833_cb3cf635fc_b.jpg
254,255,Museum Barli,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100069713960730
255,256,Wisata Batu Kuda,https://o-cdn-cas.sirclocdn.com/parenting/images/wisata-batu-kuda_iweCAwZ.width-800.format-webp.webp
256,257,Monumen Bandung Lautan Api,https://img.bandung.go.id/images/news/2022/08/25/header/166142131217-hjkb212-monumen-bandung-lautan-api-destinasi-wisata-sejarah.jpg
257,258,Museum Gedung Sate,https://asset.kompas.com/crops/_QBFvchNV7JtOIaVkEg0JFZfLJU=/0x0:1000x667/750x500/data/photo/2022/07/25/62dec6809a479.jpg
258,259,Monumen Perjuangan Rakyat Jawa Barat,https://awsimages.detik.net.id/community/media/visual/2022/08/17/monumen-perjuangan-rakyat-jawa-barat-1_169.jpeg?w=1200
259,260,Museum Pos Indonesia,https://i.ytimg.com/vi/-fLvr8PPqBA/hqdefault.jpg
260,261,Ciwangun Indah Camp Official,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=186800267070686
261,262,Wot Batu,https://cdn.wisata.app/diary/742294b4-3c04-49d8-a481-5ae409ce6a11_xs.jpg
262,263,Curug Batu Templek,https://awsimages.detik.net.id/community/media/visual/2022/11/25/wisata-curug-batu-templek-di-bandung-2_169.jpeg?w=600&q=90
263,264,Gereja Katedral Santo Petrus Bandung,https://asset.kompas.com/crops/tBI-b-cX4cwVRFgetiIggU6WSiA=/147x0:1225x719/750x500/data/photo/2022/11/14/63725de4b9231.jpg
264,265,Museum Mandala Wangsit Siliwangi,https://ak-d.tripcdn.com/images/ww0i1e000001evz4a2F67.png?proc=source%2Ftrip
265,266,Caringin Tilu,https://asset-2.tstatic.net/priangan/foto/bank/images/Dapur-Caringin-Tilu.jpg
266,267,Panama Park 825,"https://res.klook.com/images/fl_lossy.progressive,q_65/c_fill,w_1200,h_630/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/qgmcpehevo8hmgqlqznz/Panama%20Park%20825%20Playground%20in%20Bandung.jpg"
267,268,Sudut Pandang Bandung,https://o-cdn-cas.sirclocdn.com/parenting/images/cafe_sudut_pandang.width-800.format-webp.webp
268,269,Bumi Perkemahan Batu Kuda,https://i.ytimg.com/vi/jPAWmOHrmuo/maxresdefault.jpg
269,270,Bukit Bintang,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Bukit_Bintang_Junction_in_2023.jpg/640px-Bukit_Bintang_Junction_in_2023.jpg
270,271,Taman Vanda,https://fastly.4sqi.net/img/general/600x600/3675959_lfGy437N6vxDncgeYGPZfetokblyT3r7aU0CXfD0GKY.jpg
271,272,Taman Budaya Jawa Barat,https://i.ytimg.com/vi/BY1Zh2VwfJA/maxresdefault.jpg
272,273,Curug Bugbrug,https://i.pinimg.com/736x/62/6d/2d/626d2d84b92d09ea104e14a54c3ba664.jpg
273,274,Babakan Siliwangi City Forest Path Bandung,https://asset.kompas.com/crops/Mc2_V8HYKY0nLH7l6we-OQgT8iU=/100x67:900x600/750x500/data/photo/2022/06/09/62a20aa88d5f5.jpg
274,275,Curug Cipanas,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p1/100/2023/10/03/IMG-20230930-WA0003-2-2320171640.jpg
275,276,Taman Jomblo,https://newslampungterkini.com/wp-content/uploads/2020/07/TAMAN-JOMBLO.jpg
276,277,Peta Park,"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,pg_1,q_80,w_680/v1/assets/img_3290-R9e6OCMHB/valentine-wedding-decoration_ivan-tiffany-wedding-decoration_3.jpg"
277,278,Masjid Daarut Tauhiid Bandung,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=482668390745926
278,279,Masjid Agung Trans Studio Bandung,https://media-cdn.tripadvisor.com/media/photo-s/15/f4/d1/34/scholar.jpg
279,280,Gereja Tiberias Indonesia Bandung,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Gereja_Tiberias_Indonesia_Boulevard_Utara_Jakarta.jpg/800px-Gereja_Tiberias_Indonesia_Boulevard_Utara_Jakarta.jpg
280,281,Tektona Waterpark,https://kampungbatu.co.id/wp-content/uploads/2017/02/tektona2-300x200_c.jpg
281,282,Curug Cilengkrang,https://live.staticflickr.com/6050/6265992849_1b9b2b1814_n.jpg
282,283,Jembatan Pasupati,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Bandung_pasopati.jpg/800px-Bandung_pasopati.jpg
283,284,Pasar Baru,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Pasar_Baru_Jalan_Pos_6.JPG/1200px-Pasar_Baru_Jalan_Pos_6.JPG
284,285,Taman Sejarah Bandung,https://tourbandung.id/wp-content/uploads/2019/05/Belajar-Sejarah-Di-Taman-Sejarah-Bandung.jpg
285,286,Roemah Seni Sarasvati,https://s.yimg.com/ny/api/res/1.2/QNXY4fONXPy5otW08lc8.g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTQyNg--/https://media.zenfs.com/en_SG/News/jackposttravel/cfj684wh2lw8g0sc88sc0o4gs.jpg
286,287,Puspa Iptek Sundial,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/33/0d/ae/diorama.jpg?w=1200&h=1200&s=1
287,288,Masjid Salman ITB,https://upload.wikimedia.org/wikipedia/id/4/4f/Masjid_Salman_ITB.jpg
288,289,Curug Aseupan,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=3031222847984886626
289,290,Museum Pendidikan Nasional,https://museum.kemdikbud.go.id/storage//assets/images/museums/114/2022-10-04_5795.jpg
290,291,Water Park Bandung Indah,https://live.staticflickr.com/4005/4613766404_67c5b16e89_n.jpg
291,292,Curug Anom,https://tourbandung.id/wp-content/uploads/2019/05/Curug-Anom-Natural-Hill-Cisarua-1030x541.jpg
292,293,Taman Badak,https://awsimages.detik.net.id/community/media/visual/2023/03/15/patung-badak-di-taman-balai-kota-bandung-3_169.jpeg?w=600&q=90
293,294,Taman Film,https://o-cdn-cas.sirclocdn.com/parenting/images/taman-film_F2vms2M.width-800.format-webp.webp
294,295,Museum Nike Ardilla,https://micms.mediaindonesia.com/storage/app/media/FOTO/SASTRO/30%20OKT/Photo%20Resizer%202021_10_29_10_39_30.jpg
295,296,Batununggal Indah Club,https://ayola-events-media.s3.ap-southeast-1.amazonaws.com/experiences/15/experience.jpg
296,297,Mountain View Golf Club,https://www.mountainviewatlaquinta.com/images/dynamic/getImage.gif?ID=100008462
297,298,Gunung Lalakon,https://rakyatempatlawang.disway.id/upload/db39fcc8f90d53d6a12c1fbcbd95bb50.jpg
298,299,Sendang Geulis Kahuripan,https://www.rumah123.com/seo-cms/assets/cerita_dan_misteri_sendang_geulis_kahuripan_1f37d1b78c/cerita_dan_misteri_sendang_geulis_kahuripan_1f37d1b78c.jpg
299,300,Sanghyang Heuleut,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Sanghyang_Heuleut_Lake_Is_Hidden_Paradise_at_West_Java.jpg/2560px-Sanghyang_Heuleut_Lake_Is_Hidden_Paradise_at_West_Java.jpg
300,301,Lereng Anteng Panoramic Coffee Place,https://tourbandung.id/wp-content/uploads/2019/05/Wisata-Lereng-Anteng-Panoramic-Coffee-Place-1030x541.jpg
301,302,Masjid Pusdai,https://awsimages.detik.net.id/community/media/visual/2023/03/23/suasana-di-masjid-pusdai-jawa-barat-jalan-diponegoro-bandung_169.jpeg?w=1200
302,303,Masjid Al-Imtizaj,https://upload.wikimedia.org/wikipedia/commons/f/f9/Masjid_Al-Imtizaj_2.jpg
303,304,Situ Cileunca,https://cf.bstatic.com/xdata/images/hotel/max1024x768/530712658.jpg?k=5fbef1b50b1457edd752ebf1be9cd63bb05d68e62f3aa49d0bd478c316a2fe18&o=&hp=1
304,305,Sunrise Point Cukul,https://asset.kompas.com/crops/nG2HXjKEC1s4eEeJNAM3m2W9X0E=/0x23:700x373/750x500/data/photo/2020/09/07/5f5581f1e138a.jpg
305,306,Sungai Palayangan,https://asset.kompas.com/crops/GZbqqUXgTsRPI16Jev0iXUbWwP8=/216x0:1080x576/750x500/data/photo/2021/10/29/617be59614ef3.jpg
306,307,Perkebunan Teh Malabar,https://i.pinimg.com/originals/f7/48/dd/f748dd0f5cfa006e6c856d808a492ea8.jpg
307,308,Pemandian Air Panas Ciater,https://thumb.viva.co.id/media/frontend/thumbs3/2016/12/27/5861da904d665-wisata-pemandian-air-panas-ciater-untuk-rekreasi-bersama-keluarga_1265_711.jpg
308,309,Observatorium Bosscha,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Bosscha_001.JPG/1200px-Bosscha_001.JPG
309,310,Taman Bunga Cihideung,https://marjayatrans.com/wp-content/uploads/2020/10/taman-bunga-cihideung.jpg
310,311,The Lodge Maribaya,https://media-cdn.tripadvisor.com/media/photo-s/0d/20/57/95/the-pines-cafeteria-the.jpg
311,312,Taman Hutan Raya Ir. H. Juanda,https://upload.wikimedia.org/wikipedia/commons/0/07/Taman_Hutan_Raya_IR_Djuanda.jpg
312,313,Taman Begonia,https://live.staticflickr.com/8578/15196931633_e28ee5670a_b.jpg
313,314,Tafso Barn,https://www.lembang.indonesia-tourism.com/images/tafso_barn.jpg
314,315,Curug Luhur Waterfall,https://images.locationscout.net/2019/04/curug-luhur-cianjur-indonesia-b1d9.jpg?h=1100&q=83
315,316,Curug Malela,https://www.blibli.com/friends-backend/wp-content/uploads/2023/08/B800141-Cover-Wisata-Curug-Malela.jpg
316,317,Curug Cimahi,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/33/b5/d7/p-20180218-153409-largejpg.jpg?w=1200&h=1200&s=1
317,318,Situ Patenggang,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/49/33/3b/beautiful-place-to-rest.jpg?w=1200&h=-1&s=1
318,319,Kawah Rengganis Cibuni,https://as1.ftcdn.net/v2/jpg/01/70/80/10/1000_F_170801013_AbhUx82zAMmI96EH5cnMPKjFdg4rdyFe.jpg
319,320,Pemandian Air Panas Cimanggu,https://tourbandung.id/wp-content/uploads/2018/11/30.-Pemandian-Air-Panas-Cimanggu-Bandung.jpg
320,321,Glamping Lakeside Rancabali,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f5/2f/88/lakeside-glamping-resort.jpg?w=700&h=-1&s=1
321,322,Bukit Jamur,https://thumbs.dreamstime.com/z/beautiful-wood-bridge-scene-bukit-jamur-rancabolang-ciwidey-west-java-indonesia-wood-bridge-bukit-jamur-rancabolang-ciwidey-143869824.jpg
322,323,Kebun Tanaman Obat Sari Alam,https://media.licdn.com/dms/image/C4E12AQEOEhJDm37svQ/article-cover_image-shrink_600_2000/0/1535007167587?e=2147483647&v=beta&t=Ee3zsyTqGed8li832wqBNOAjot3GTsLAQvI_oQgAbCI
323,324,Happyfarm Ciwidey,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=2998564020086589498
324,325,Saung Angklung Mang Udjo,https://www.indonesia.travel/content/dam/indtravelrevamp/en/destinations/java/west-java/bandung/saung-mang-udjo/thumbnail-udjo.jpg
325,326,Taman Kupu-Kupu Cihanjuang,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=128650083863395
326,327,Taman Miniatur Kereta Api,https://i.ytimg.com/vi/cqhgvrSVCLo/maxresdefault.jpg
327,328,Gua Pawon,https://upload.wikimedia.org/wikipedia/commons/f/f4/Gua_Karst_Batang_Alai_Selatan_Meratus.jpg
328,329,Bukit Gantole Cililin,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=2519437271383407028
329,330,Bandros City Tour,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Perjalanan_Bus_Bandros.jpg/800px-Perjalanan_Bus_Bandros.jpg
330,331,Kyotoku Floating Market,https://cdn-image.hipwee.com/wp-content/uploads/2018/01/hipwee-Perahu-dengan-lampion-image-source.jpg
331,332,Rainbow Garden,https://images.squarespace-cdn.com/content/v1/54fbb611e4b0d7c1e151d22a/1623454287664-DO8BE28OLQU42SGF8XON/Pecorama-rainbow-garden-UK.jpg
332,333,Kota Mini,https://o-cdn-cas.sirclocdn.com/parenting/images/kota-mini-lembang.width-800.format-webp.webp
333,334,Chingu Cafe Little Seoul,https://ak-d.tripcdn.com/images/1i61n22346ct132swA151_R_600_400_R5_Q90.jpg?proc=source/trip
334,335,Candi Gedong Songo,https://upload.wikimedia.org/wikipedia/commons/a/af/Gedong_songo.jpg
335,336,Grand Maerakaca,https://thumbs.dreamstime.com/z/semarang-indonesia-december-th-mangrove-forest-grand-maerakaca-scenic-tourists-enjoying-recreation-boat-205243780.jpg
336,337,Kampung Pelangi,"https://images.rove.me/w_1920,q_85/g5xhqxzqe217wrxsw8n9/java-rainbow-village-kampung-pelangi.jpg"
337,338,Lawang Sewu,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Lawang_sewu_semarang.jpg/800px-Lawang_sewu_semarang.jpg
338,339,Sam Poo Kong Temple,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Sam_Po_Kong_Temple_Semarang_Indonesia.jpg/800px-Sam_Po_Kong_Temple_Semarang_Indonesia.jpg
339,340,Desa Wisata Lembah Kalipancur,https://mangunharjotembalang.semarangkota.go.id/medias/article/big/698/semarangpemkot-39486038-2646186112273446-2383039565981024256-n.jpg
340,341,Hutan Wisata Tinjomoyo Semarang,https://bob.kemenparekraf.go.id/wp-content/uploads/2021/05/131125ahutan.jpg
341,342,Taman Kasmaran,https://asset-2.tstatic.net/tribunnews/foto/images/preview/taman-kasmaran-spot-selfie-baru-di-kota-semarang_20180204_205213.jpg
342,343,Pantai Baruna,https://cdn.wisata.app/diary/33c3204b-d770-450a-ab17-d66dabc1a5d4_xs.jpg
343,344,Pantai Marina,https://www.lampungselatankab.go.id/web/wp-content/uploads/2022/11/IMG-20220708-WA0000-824x1024-1.jpg
344,345,Kampoeng Djadhoel Semarang,https://cdn.antaranews.com/cache/1200x800/2019/12/12/kampung-jadul.jpg
345,346,Indonesia Kaya Park,https://thumbs.dreamstime.com/z/pandawa-lima-puppet-statue-installed-indonesia-kaya-park-semarang-city-october-258671133.jpg
346,347,Taman Pandanaran,https://awsimages.detik.net.id/community/media/visual/2016/03/18/c694cfbe-1796-49a5-895e-310a4ba20d5d.jpg?w=1024
